num states cc mbpt cc_times mbpt_times
14 14 0 0 0.149780 0.000176
14 15 -0.030699878588263035 -0.032488719160633804 1.673762 0.000447
14 16 -2.7722532741356343 -3.4284051733664973 6.151197 0.002976
14 17 -6.0675326174161501 -7.8048764566627451 15.312968 0.007748
14 18 -8.9782454968157239 -12.207839102465904 22.105923 0.011004
14 19 -11.205922774567288 -15.402696991891414 31.504080 0.041386
14 20 -15.579576126598985 -21.880266284905584 54.157380 0.024826
14 21 -17.269661201047406 -24.022816993046806 72.597923 0.031695
14 22 -18.544700567490928 -25.619729732963926 86.510907 0.035641
14 23 -19.836494266770565 -27.176814924535933 111.334279 0.101196
14 24 -22.577324067280205 -30.399774936957236 191.303970 0.126285
14 25 -23.532419056710424 -31.44202103870758 214.019059 0.071750
14 26 -25.478717997573973 -33.612028285085771 296.433286 0.097438
14 27 -26.591682703037957 -34.815519216987639 387.742174 0.153349
14 28 -26.831716271289018 -35.075625531755634 404.187143 0.165082
14 29 -27.668345678075113 -35.971228158581752 454.401881 0.178266
14 30 -28.424912867469544 -36.77409297885297 544.735383 0.189460
14 31 -29.117218198187611 -37.506498460307682 612.617596 0.201680
14 32 -29.501748085606181 -37.909466383986519 714.285610 0.244459
14 33 -29.736274094047161 -38.147879030366511 758.782146 0.246273
14 34 -30.482889886010387 -38.921365049611808 878.213599 0.289472
14 35 -30.676409248893226 -39.118852598806114 919.244315 0.284494
14 36 -31.444389521187894 -39.907938587722725 1144.257555 0.316711
14 37 -31.821020863717159 -40.29694303869519 1291.605309 0.375337
14 38 -31.993279783162301 -40.474353926648497 1293.957185 0.368501
14 39 -32.142447233732838 -40.626732656959852 1366.288716 0.387751
14 50 -34.517079160381158 -43.053313329402073 3363.000957 0.753911
14 64 -35.895617500198057 -44.473436883682233 7071.959870 3.229665
14 65 -35.951580658205238 -44.531751795159977 7220.672868 1.508008
14 40 -32.577001052768395 -41.072606474743864 1585.240656 0.424845
14 70 -36.19696123748416 -44.788334048015358 11858.196995 1.678285
