num states cc mbpt cc_times mbpt_times
5 5 0 0 0.148655 0.004925
5 6 -1.1874318777804376 -1.2325256617014979 3.176293 0.000550
5 7 -2.606057233264012 -2.7118335724248839 3.225176 0.000897
5 8 -2.7866582473278281 -2.8938171564238684 5.823007 0.015958
5 9 -3.3280665405501262 -3.4514234348289534 5.105010 0.000839
5 10 -3.6322935108310039 -3.7605858032058035 8.761679 0.001158
5 11 -3.8087732519126156 -3.9381264675294445 6.727593 0.019956
5 12 -3.8518218730465659 -3.9814384768973996 9.188238 0.002156
5 13 -3.9429492627091802 -4.0729075391119283 7.806201 0.006590
5 14 -4.0942550879746875 -4.2249707073010949 9.453170 0.023005
5 15 -4.1084332228211835 -4.2392861537949358 8.753345 0.025821
5 16 -4.1901784594997107 -4.321630016584499 15.892748 0.003342
5 17 -4.2406789485478251 -4.3725443372565893 17.472462 0.027979
5 18 -4.2656223322468412 -4.3976988684254268 13.226875 0.007034
5 19 -4.2876984097987929 -4.4200023840748104 11.886841 0.003440
5 20 -4.3258740318960207 -4.45858309811533 18.151864 0.010913
5 21 -4.3417278257038809 -4.4746196713788047 21.014588 0.006148
5 22 -4.3529617873817603 -4.4860064017042998 24.576194 0.032678
5 23 -4.3650963288191029 -4.4983030126577592 21.985253 0.026666
5 24 -4.391275321942806 -4.5248715993456461 27.041395 0.028014
5 25 -4.4017929059492555 -4.5355608725574195 34.348322 0.056216
5 26 -4.4193204107194646 -4.5533933138553611 36.287570 0.014018
5 27 -4.4302470760560571 -4.564520117588696 35.342368 0.055951
5 28 -4.4321947605705159 -4.5665061549073833 41.128819 0.012130
5 29 -4.4393706012830965 -4.5738261661203143 42.016250 0.027270
5 30 -4.4459347248506127 -4.5805263561719514 47.142164 0.101388
5 50 -4.5005340791290127 -4.636421711503866 76.344664 0.027180
5 55 -4.5057022118801786 -4.641731070517392 96.348140 0.029717
5 65 -4.5138363948166464 -4.6500953755649546 158.344395 0.038548
5 40 -4.4831453390053682 -4.6185834676481079 47.172034 0.017660
5 70 -4.5162227078978026 -4.6525512589623723 161.905794 0.045421
