num states cc mbpt cc_times mbpt_times
12 12 0 0 0.150799 0.000124
12 13 -1.0230629727179457 -1.0547890579637345 2.930156 0.000778
12 14 -7.3761829912569112 -7.9240448464147155 9.481062 0.010034
12 15 -8.0466167293034747 -8.6526870150116242 10.386080 0.014970
12 16 -13.450124962923727 -14.60770472302751 21.409432 0.008130
12 17 -16.683607015896321 -18.149715465327802 30.826227 0.022729
12 18 -17.903840268525251 -19.412554111927449 39.763254 0.017599
12 19 -19.078811095568994 -20.633722525762391 48.599480 0.024446
12 20 -21.262865474853271 -22.908996625568378 72.725935 0.027733
12 21 -22.28809079967035 -23.981827533747623 83.076724 0.037100
12 22 -22.907721136884533 -24.61362787250404 109.026323 0.042531
12 23 -23.497248348573279 -25.209624466212098 113.652907 0.046752
12 24 -24.855850088756728 -26.585123800849367 164.994482 0.061946
12 25 -25.455925321316492 -27.194730409872918 195.028859 0.069602
12 26 -26.413548984295211 -28.16188386251665 252.316240 0.086488
12 27 -27.00627223001058 -28.760223034436457 290.021763 0.139926
12 28 -27.10620085173008 -28.860432132653091 306.047738 0.091514
12 29 -27.491100660635333 -29.247063503917023 347.834526 0.101463
12 30 -27.846188327325699 -29.603963970319995 405.025236 0.148229
12 31 -28.164015920701811 -29.922998745464557 460.810787 0.128931
12 32 -28.349288561604716 -30.109094629524673 487.325003 0.197270
12 33 -28.48942141987056 -30.249896901878611 518.509454 0.141915
12 34 -28.861706616332885 -30.623710549717664 604.008937 0.178501
12 35 -28.964677216009541 -30.727102247470086 619.846819 0.237466
12 36 -29.337872685766492 -31.101704087140114 730.354733 0.195798
12 37 -29.505895161839746 -31.270283000933595 764.921159 0.258273
12 50 -30.792376415157872 -32.56333873890452 1926.687809 1.422629
12 62 -31.361630067792493 -33.137889387327846 3425.620052 0.706568
12 65 -31.470201226636306 -33.24780411059028 3876.674831 2.007146
12 40 -29.862224259658539 -31.628076524716949 934.228144 0.248360
12 70 -31.585208535990876 -33.364405897636743 4397.195412 0.925351
