num states cc mbpt cc_times mbpt_times
14 14 0 0 0.150816 0.002158
14 15 -0.034041886095892378 -0.034466584324969858 2.154913 0.000385
14 16 -3.4080975067408223 -3.5878119479882451 12.748245 0.008169
14 17 -7.6746564886358719 -8.1748723603579734 31.486046 0.027353
14 18 -11.777277337266533 -12.768992780154731 42.786239 0.010347
14 19 -14.802322714910805 -16.111428301273556 60.766969 0.231918
14 20 -20.84459695605122 -22.875951215305644 100.701518 0.285646
14 21 -22.956356610790252 -25.115875978673731 127.114589 0.028564
14 22 -24.530637780285709 -26.782099316840981 158.142776 0.418030
14 23 -26.081405229058987 -28.40599608903241 195.361426 0.054750
14 24 -29.307919371453039 -31.764133215578433 301.534305 0.135126
14 25 -30.373563793214934 -32.850079281116905 350.118916 0.077898
14 26 -32.573404303186315 -35.105424184387068 437.429562 0.107009
14 27 -33.80295274123452 -36.355579421901922 471.838464 0.604968
14 28 -34.0681487876586 -36.625278302091658 600.824836 0.140460
14 29 -34.983120798143531 -37.553281506430608 668.520118 0.648165
14 30 -35.804527523754146 -38.384617112299289 777.794451 0.868131
14 31 -36.553714485719006 -39.14241589613858 901.892023 0.820368
14 32 -36.966618831258202 -39.559108880106542 972.342061 0.466045
14 33 -37.212625979349042 -39.805637093184011 1013.791813 0.697605
14 34 -38.006294158851986 -40.604518385977435 1170.293553 0.987806
14 35 -38.209445491218915 -40.808298131674562 1156.557654 1.486275
14 36 -39.019249124864601 -41.621850652490352 1493.916698 0.780456
14 37 -39.417700148877401 -42.022620789523302 1470.169988 1.531282
14 38 -39.599441321049035 -42.205302895377102 1585.896974 0.350289
14 39 -39.755768213012715 -42.362161460522287 1763.303248 2.274594
14 50 -42.237799589709624 -44.852953584471315 3420.378016 1.643719
14 64 -43.680151523866002 -46.303023738638089 7061.508125 2.454268
14 65 -43.739083996315458 -46.36241624401034 7394.992866 1.362763
14 40 -40.21245172186218 -42.820842770457155 1647.493894 0.438746
14 70 -43.998002743138819 -46.623547064918959 12244.452527 1.718759
