num states cc mbpt cc_times mbpt_times
13 13 0 0 0.151378 0.000163
13 14 -2.481008278538825 -7.473245435207664 22.398358 0.002400
13 15 -2.7352182496331188 -8.0346884585031599 25.402650 0.003409
13 16 -5.2977839517143375 -13.127608676532699 59.086103 0.008814
13 17 -8.3178781109881079 -18.138577094704225 93.872184 0.014885
13 18 -9.5851600923132239 -19.834935593262411 135.324479 0.019288
13 19 -11.064907540650019 -22.526653773367755 216.719346 0.021520
13 20 -13.009871651899548 -25.203257862208943 338.158203 0.027394
13 21 -13.78486020046058 -26.237154306542223 349.632156 0.036749
13 22 -14.3671218915631 -26.914426948717445 371.583172 0.038897
13 23 -15.110818464148222 -27.828822335570138 429.526520 0.090129
13 24 -16.606736922698502 -29.529910514657146 616.058689 0.092452
13 25 -17.180559324963841 -30.175273312361753 696.276267 0.071853
13 26 -18.2134605107304 -31.279042392910537 932.807366 0.130031
13 27 -18.865742033021959 -31.974690343366863 1092.788013 0.114527
13 28 -19.001935240450361 -32.117181619693746 1141.444349 0.110703
13 29 -19.462909521014566 -32.586202629472538 1411.442948 0.129620
13 30 -19.885010807495433 -33.01703730363262 1697.606635 0.208685
13 31 -20.277346107013258 -33.41350262721808 1871.994250 0.162602
13 32 -20.493773855288655 -33.630077832632566 2009.787522 0.168509
13 33 -20.64987766418275 -33.786947145907789 2118.323659 0.181309
13 34 -21.08905941942357 -34.223633765187756 2481.456237 0.219076
13 35 -21.212083932840017 -34.34599880725699 2619.682444 0.213002
13 36 -21.664418239652637 -34.795197372468749 3079.832161 0.270313
13 37 -21.880138066640445 -35.008803017992228 3358.453376 0.269723
13 38 -21.97484264413643 -35.102949961677879 3549.683314 0.282769
13 50 -23.440308576114475 -36.57703013304166 7362.352464 0.543270
13 63 -24.139774563127379 -37.322942102306882 15349.209856 0.901682
13 65 -24.236274099371116 -37.430739389435516 18021.413163 0.975633
13 40 -24.236274099371116 -35.439051029903794 18021.413163 0.331389
13 70 -24.365784954343905 -37.578299572368927 18021.413163 0.975633
