num states cc mbpt cc_times mbpt_times
11 11 0 0 0.152601 0.000138
11 12 -0.13122121959172139 -0.1898546179085972 1.410240 0.000543
11 13 -0.98765787284402484 -1.6807150147650409 2.266611 0.001517
11 14 -3.6706619426420315 -7.8466825213442863 11.069610 0.009852
11 15 -3.9647798648049455 -8.4887878090215221 11.477733 0.004015
11 16 -5.8889899177063727 -12.227563904527312 21.935976 0.035078
11 17 -7.3265248355048262 -15.18574625259448 39.150689 0.026309
11 18 -7.9885822417918968 -16.13541577600267 50.589113 0.030179
11 19 -8.6504946206676863 -17.140280421450292 63.126833 0.052662
11 20 -9.8455421337351652 -18.945781035454253 90.881033 0.057081
11 21 -10.294721741064384 -19.516927696519208 103.425458 0.062093
11 22 -10.661930558903858 -19.986411728633836 124.175202 0.072149
11 23 -11.062825517327276 -20.472469434532883 146.896023 0.047519
11 24 -11.965165521754393 -21.568469438740838 219.098387 0.158282
11 25 -12.348636661992249 -22.042423935841938 251.203300 0.081114
11 26 -12.979208990928704 -22.767411118521515 324.362833 0.071870
11 27 -13.393279372947411 -23.255589106022974 377.055437 0.261815
11 28 -13.466933311376829 -23.336216871153354 394.358410 0.162450
11 29 -13.742716987249796 -23.641413428152987 447.202872 0.264671
11 30 -13.990497536419948 -23.912710976321215 507.887672 0.265337
11 31 -14.223845649534312 -24.169710835107345 574.340474 0.234534
11 32 -14.355448398454929 -24.313910926831859 613.880911 0.140794
11 33 -14.460785907560515 -24.433522681415866 646.381797 0.259336
11 34 -14.73283511704418 -24.734112914784436 738.712219 0.460986
11 35 -14.810712945431877 -24.821124093312477 765.172800 0.313070
11 36 -15.085815430695238 -25.123853829302647 900.186144 0.436642
11 50 -16.148051685320766 -26.316684947155817 1908.150245 0.443481
11 61 -16.530800247472442 -26.779630629604135 3190.460805 0.677016
11 65 -16.61609879695596 -26.888653999888671 3822.331631 0.797566
11 40 -15.470757261403932 -25.547541961209529 1051.215307 0.240605
11 70 -16.690744168067653 -26.986708429635208 4180.249597 0.991307
