num states cc mbpt cc_times mbpt_times
8 8 0 0 0.146044 0.000090
8 9 -1.1091374810499297 -2.3231133207734231 2.057598 0.000883
8 10 -2.0333109647425038 -3.9524436712395303 3.259496 0.000922
8 11 -3.0292686026441151 -5.7744220165782938 5.269623 0.004665
8 12 -3.2707799248694664 -6.1085767876046821 5.928933 0.004221
8 13 -4.1182198469145499 -7.8929570420283781 8.807105 0.003735
8 14 -5.295078093383621 -9.6004496455132777 14.025049 0.017800
8 15 -5.3667060021586384 -9.6797997425055939 15.173061 0.008675
8 16 -5.9389975657079681 -10.352323857922599 21.073736 0.010912
8 17 -6.3430736729034898 -10.853860092589592 26.067346 0.033941
8 18 -6.5914885271498012 -11.168587646107875 30.452023 0.016284
8 19 -6.7842853033106501 -11.39351614534332 26.644974 0.017699
8 20 -7.1192914251267112 -11.776564047991224 40.642201 0.021408
8 21 -7.2636498840139971 -11.939955250451719 47.075472 0.044547
8 22 -7.368342774047095 -12.055680211198872 56.684111 0.056054
8 23 -7.4860226482237611 -12.189167654610271 64.208604 0.027620
8 24 -7.7294281879506279 -12.459820173209877 85.307461 0.046649
8 25 -7.8220497408903453 -12.560830634284786 95.419912 0.035394
8 26 -7.9905749539020325 -12.748415147315095 125.608356 0.042429
8 27 -8.0899900011716657 -12.859242412384315 132.980630 0.048471
8 28 -8.1106482086900886 -12.882845014846779 138.250708 0.053127
8 29 -8.1826201682987136 -12.964365193558475 155.393072 0.054163
8 30 -8.2465839479064744 -13.037525235724443 182.264368 0.086884
8 31 -8.305240582658783 -13.104942760212968 197.786121 0.109695
8 32 -8.337540436735507 -13.142366993414214 221.927795 0.081349
8 33 -8.359417765264098 -13.167459054939915 212.147763 0.095675
8 50 -8.7352590755596431 -13.634158111438747 661.070070 0.210292
8 58 -8.7967767947512066 -13.721191941672059 912.785174 0.195437
8 65 -8.8310363295375822 -13.772058042346355 1213.083218 0.271289
8 40 -8.5914267114921792 -13.446222559367783 395.332533 0.121689
8 70 -8.846761567020538 -13.796024000259477 1412.618362 0.271090
