num states cc mbpt cc_times mbpt_times
10 10 0 0 0.151305 0.000118
10 11 -1.0513813263374652 -2.8649076451510824 2.276590 0.000786
10 12 -1.5041719566887577 -4.2147065900635878 7.584284 0.000954
10 13 -2.7435275498846829 -7.6655146651187005 21.116184 0.003481
10 14 -5.0782357272239853 -12.993228635344737 49.416288 0.006914
10 15 -5.3599377540026936 -13.681409118879051 52.696920 0.005598
10 16 -7.8442921687186535 -16.971485538481897 88.282032 0.022307
10 17 -9.5293429751945027 -18.577576655833056 118.801489 0.016189
10 18 -10.269706996740927 -19.381692258822504 143.536502 0.018528
10 19 -11.018313698956883 -20.138921677462932 203.226455 0.019701
10 20 -12.1575129852275 -21.233902428962239 238.869931 0.050946
10 21 -12.599897064824184 -21.688668260562835 264.276330 0.029865
10 22 -12.936360914597589 -22.003216052294981 322.428131 0.077193
10 23 -13.332444307282614 -22.374234601868814 379.014955 0.034826
10 24 -14.187401142554247 -23.173943167535324 541.757875 0.046313
10 25 -14.543254559037305 -23.505107176170682 619.500634 0.051301
10 26 -15.110703379163279 -24.031009400881839 756.939767 0.113790
10 27 -15.475336630318306 -24.364564083734386 886.260094 0.101725
10 28 -15.541033058028587 -24.425318530471589 896.280365 0.143673
10 29 -15.780688630522562 -24.645119388958737 1043.484212 0.091491
10 30 -15.996833056145153 -24.84556218673778 1145.427251 0.139753
10 31 -16.199223693417977 -25.031493593564186 1265.786099 0.134683
10 32 -16.312708637470656 -25.1372257099625 1354.745396 0.145993
10 33 -16.403931796012973 -25.220327437203764 1409.257567 0.154231
10 34 -16.634641302796759 -25.434341270457558 1529.566092 0.194230
10 35 -16.701031920192793 -25.495481473829226 1674.023944 0.205455
10 50 -17.801662106171424 -26.567988249468467 4392.468553 0.326375
10 60 -18.089219075352513 -26.879052599964357 7534.730154 0.488740
10 65 -18.170623152382678 -26.972908281471945 9308.152803 0.625973
10 40 -17.252485746229148 -26.019707185896927 2364.788215 0.214921
10 70 -18.228635888103216 -27.042133779012168 11444.370330 0.698657

