num states cc mbpt cc_times mbpt_times
12 12 0 0 0.149704 0.000185
12 13 -0.57662050098201711 -0.86903619686601474 2.093603 0.001686
12 14 -3.2699557861954252 -6.5855424997949648 7.088735 0.006049
12 15 -3.5518058128672303 -7.1911547581826083 6.970109 0.005508
12 16 -5.779580667163442 -12.193373887766647 16.518979 0.026761
12 17 -7.2340884095202238 -15.172562879268407 28.424303 0.015888
12 18 -7.9526421656445336 -16.226546782669544 35.557366 0.017176
12 19 -8.6298377850894745 -17.252126932363552 50.412002 0.021788
12 20 -9.8914936213337015 -19.175980586347617 71.298453 0.028262
12 21 -10.472343057067388 -20.089516587323992 84.864760 0.033785
12 22 -10.883726082931632 -20.628889340327106 102.757255 0.038803
12 23 -11.305829007534536 -21.138357845868068 126.979455 0.049156
12 24 -12.27470995327306 -22.32042133519036 175.317804 0.064735
12 25 -12.692478351379265 -22.84690011340334 208.826644 0.066399
12 26 -13.402231935542417 -23.687270881111907 263.130312 0.087983
12 27 -13.845599296305043 -24.208893963489043 311.804030 0.096486
12 28 -13.925820325701629 -24.296570504509248 311.286483 0.100560
12 29 -14.231194758716301 -24.636172208169508 381.348571 0.115473
12 30 -14.512250175576289 -24.950632315355939 481.315668 0.128978
12 31 -14.768170487671814 -25.232368207462176 553.240582 0.137559
12 32 -14.916562506289054 -25.397186411463576 559.073596 0.148742
12 33 -15.028073890256353 -25.522185915124616 526.655261 0.161751
12 34 -15.32898273602331 -25.85486141192419 595.916611 0.225518
12 35 -15.412497189003153 -25.947241864984818 620.440047 0.209301
12 36 -15.717578117386831 -26.282717233895006 727.042167 0.221302
12 37 -15.856142301987671 -26.433996386176268 857.689128 0.231783
12 50 -16.904645696225028 -27.609460691353014 1867.439509 0.603715
12 62 -17.348783773972631 -28.14199794777058 3817.590321 1.027144
12 65 -17.430150669418289 -28.244856069310568 4276.569015 1.027711
12 40 -16.148289172520954 -26.756561265018995 1008.185693 0.297418
12 70 -17.514546794026423 -28.354367935817507 5557.510412 1.194136
