num states cc mbpt cc_times mbpt_times
3 3 0 0 0.146869 0.000105
3 4 -0.25294411783136106 -0.40317926053819708 1.818816 0.002085
3 5 -0.37073757639176974 -0.57262717382196104 2.357268 0.002741
3 6 -0.8717641646645452 -1.339463086471383 2.468889 0.000071
3 7 -1.1315448115174069 -1.6400932334814822 3.411139 0.000378
3 8 -1.1980417576296436 -1.7198319409437008 3.037342 0.006398
3 9 -1.2934621160128283 -1.8256750811677309 2.921656 0.000718
3 10 -1.3439177618358706 -1.8824856987907057 3.660198 0.005409
3 11 -1.3853593841194163 -1.9291021846499721 3.157131 0.000465
3 12 -1.3947112175854357 -1.9399524931776526 2.551933 0.010375
3 13 -1.4177072150306564 -1.9670358689883387 2.987749 0.002421
3 14 -1.4507530057166587 -2.0075758250555125 5.745538 0.002620
3 15 -1.4529288293119698 -2.0103003503049575 7.778996 0.002995
3 16 -1.468033017829091 -2.0296976539048082 4.096059 0.003721
3 17 -1.4772248802444921 -2.041990189935154 6.928749 0.001160
3 18 -1.4823711514321984 -2.0489098794053162 5.892230 0.016197
3 19 -1.4865218847299104 -2.0546693844357149 6.849202 0.014829
3 20 -1.4934215731025946 -2.0644567695445972 8.373069 0.001891
3 21 -1.4962738266962827 -2.0685800277806101 8.368518 0.004818
3 22 -1.4982962894068781 -2.0715688432322148 8.984116 0.018253
3 23 -1.5003608407373847 -2.0746342068206745 10.554358 0.009233
3 24 -1.5048444729042516 -2.0814081351489371 10.636624 0.005098
3 25 -1.5065777555445201 -2.0840654627254489 13.930005 0.021364
3 26 -1.5096032987213546 -2.0887656285067844 11.341698 0.005255
3 27 -1.5114396821423479 -2.0916495576902676 16.407821 0.003983
3 28 -1.5117783715093629 -2.0921832999395265 14.791263 0.003907
3 50 -1.5235822631935665 -2.1116109727531489 32.279939 0.010443
3 53 -1.5241692878877025 -2.1126236157242708 40.720558 0.071934
3 65 -1.5258997507818721 -2.1156435296187817 67.401964 0.163189
3 40 -1.5205696409549603 -2.1064955722546093 21.630976 0.009090
3 70 -1.5263182420026686 -2.1163827363884877 80.792227 0.014653
