num states cc mbpt cc_times mbpt_times
7 7 0 0 0.149234 0.000101
7 8 -0.20057579358842731 -0.26568611369846046 0.169686 0.000509
7 9 -1.3557667604979893 -2.1814105670041064 1.219554 0.001397
7 10 -2.2835297485139945 -3.7579966418550956 2.303127 0.002045
7 11 -3.189642334297317 -5.3856473270596847 4.228389 0.002871
7 12 -3.4083880641262594 -5.7093973486343721 6.503845 0.002815
7 13 -3.8803002453351785 -6.3271253403400793 7.029946 0.005370
7 14 -4.7533316717896472 -7.4901999579141734 12.361281 0.006022
7 15 -4.814896634509986 -7.5593072822545393 12.510642 0.007586
7 16 -5.2675705633422405 -8.0822857692130761 18.374833 0.008893
7 17 -5.5578251575282582 -8.4084421749427509 22.915116 0.009767
7 18 -5.7236842706945632 -8.593655403058829 28.990851 0.014334
7 19 -5.8631230473163942 -8.747894568792745 31.813768 0.013551
7 20 -6.1089574382887282 -9.0203438549041195 39.382464 0.018569
7 21 -6.2162406369212286 -9.1397016143671266 45.929681 0.018015
7 22 -6.2936464951727125 -9.224715443538722 50.936408 0.019031
7 23 -6.3744976020998028 -9.312488680223975 55.643507 0.021162
7 24 -6.5492633158660105 -9.5035761668151437 72.697774 0.029361
7 25 -6.6192035074363673 -9.580725722986541 79.363935 0.031982
7 26 -6.7399363470078377 -9.7154394852730377 96.339369 0.035179
7 27 -6.8120574695074261 -9.7966275300203556 107.385130 0.038253
7 28 -6.8258345991979006 -9.8122774622666071 110.481782 0.042730
7 29 -6.8756080920410119 -9.8691086205295111 120.520845 0.041309
7 30 -6.9207509803980169 -9.9212702835059243 136.663617 0.043783
7 31 -6.9613900673831255 -9.9685952195880567 147.464047 0.075060
7 32 -6.9842691140426991 -9.995563360491337 153.763415 0.053744
7 50 -7.2618584969432192 -10.348085070203172 456.476015 0.115719
7 57 -7.303038020850666 -10.407896345463383 609.575093 0.177105
7 65 -7.3289302556180473 -10.447034161142961 803.209294 0.678652
7 40 -7.1622548604187886 -10.213863157993757 287.071222 0.150842
7 70 -7.340120634451087 -10.464358750263308 989.155369 0.213296
