num states cc mbpt cc_times mbpt_times
1 1 -1 0 -1 0.000099
1 2 -0.014829592283382275 -0.015920384882923248 1.437331 0.000253
1 3 -0.017888293870458868 -0.019801909466102888 2.681466 0.000138
1 4 -0.018444357792572644 -0.020565129995532148 2.770227 0.000170
1 5 -0.018608781764226295 -0.020806232487202595 2.505599 0.000134
1 6 -0.018943377000643594 -0.021299646047440866 1.448662 0.000152
1 7 -0.019132877840912034 -0.021585071898688333 1.472396 0.000143
1 8 -0.019172254959490345 -0.021645254938472056 1.497134 0.000113
1 9 -0.019240823786717355 -0.021750914765598015 2.604833 0.000147
1 10 -0.019280434205150916 -0.021812530841288761 2.606344 0.000235
1 11 -0.019309986799890527 -0.021858821278879174 2.106003 0.000159
1 12 -0.019317568949131531 -0.021870705906229613 2.529822 0.000167
1 13 -0.019335410051805873 -0.02189874770638087 2.785889 0.000139
1 14 -0.019363796215222374 -0.021943650177204264 1.482297 0.000145
1 15 -0.019366172043667997 -0.021947410173355695 2.763341 0.000148
1 16 -0.019381954512716616 -0.021972487672606875 1.475424 0.000132
1 17 -0.019391884171457423 -0.021988331839966114 1.547940 0.000316
1 18 -0.019397502027852443 -0.021997312957390287 1.562046 0.000402
1 19 -0.019402312265299978 -0.022005013074824043 2.762769 0.000465
1 20 -0.019410599447832275 -0.022018316275453632 2.480537 0.000455
1 21 -0.01941419874834158 -0.022024101405435693 1.665648 0.000213
1 22 -0.019416968723221361 -0.02202855738042377 1.697575 0.000334
1 23 -0.019420033116011051 -0.022033485310313756 1.904382 0.000703
1 24 -0.019426551681819084 -0.022043999456892133 1.860622 0.000460
1 25 -0.019429132881498515 -0.022048172171966491 1.888315 0.000700
1 26 -0.019433815613337711 -0.02205574914862134 1.994069 0.000296
1 50 -0.019458846840522858 -0.022096541203090934 6.618992 0.000693
1 51 -0.019459039174852439 -0.022096856901230564 7.402523 0.001040
1 65 -0.019463860556649809 -0.022104788188602714 15.551221 0.000673
1 40 -0.019452807499508059 -0.022086647743492362 5.152245 0.000468
1 70 -0.019464801843469919 -0.022106340688668551 19.919567 0.000881
