num states cc mbpt cc_times mbpt_times
9 9 0 0 0.246880 0.000097
9 10 -0.69210702359861997 -1.2643639415560228 2.158074 0.000326
9 11 -1.8048519768925242 -3.1243782816049976 3.975275 0.002502
9 12 -2.3175492329130005 -4.3797054075076396 4.526575 0.003479
9 13 -3.3745458704262412 -6.4566576930492072 7.926889 0.004691
9 14 -5.5288419419878352 -10.965006559709964 17.061992 0.016629
9 15 -5.6927943180436955 -11.327816285088607 20.358415 0.008790
9 16 -6.7753263394447121 -13.000127042880809 39.114698 0.009596
9 17 -7.4504494252271494 -13.931685862513051 56.961021 0.012290
9 18 -7.9244000195341755 -14.65405253915344 68.866787 0.014314
9 19 -8.2404622957999436 -15.028374970087107 85.805851 0.016767
9 20 -8.8213199694705686 -15.718603463732872 120.912618 0.057442
9 21 -9.1241873590403024 -16.12292013494881 131.995895 0.025171
9 22 -9.3232438809574578 -16.356012555648039 158.362904 0.025904
9 23 -9.5339681123121345 -16.601250774970765 179.740685 0.034115
9 24 -9.9889916118684425 -17.123049617541085 260.466788 0.039420
9 25 -10.165526922230693 -17.322034457034643 304.678168 0.042796
9 26 -10.492793718141739 -17.692692354464917 415.232612 0.055853
9 27 -10.679305362352419 -17.898084974428642 466.726048 0.059628
9 28 -10.718318108199696 -17.942306300495595 480.138481 0.073744
9 29 -10.85621081853378 -18.096483838173974 551.519574 0.072919
9 30 -10.984060028834943 -18.240824181545147 609.697239 0.079070
9 31 -11.097263400815038 -18.367530814648113 701.337887 0.081790
9 32 -11.162492332764671 -18.441654452310573 764.515329 0.085736
9 33 -11.205011801261563 -18.488751287520827 788.393091 0.100151
9 34 -11.330820772774908 -18.630791023822162 924.595510 0.102029
9 50 -11.969714756576565 -19.388934011751161 2688.375980 0.270480
9 59 -12.107275666858982 -19.570742909013198 4252.815877 0.345668
9 65 -12.168663274337522 -19.656695441055486 5758.301203 0.507567
9 40 -11.671250009238401 -19.024421342334499 1608.726055 0.626440
9 70 -12.200609105119826 -19.702879173528348 6553.642571 0.460717
