num states cc mbpt cc_times mbpt_times
4 4 0 0 0.287846 0.000098
4 5 -0.042195446562087451 -0.049749777383062785 2.632872 0.000154
4 6 -0.52418386541854567 -0.61904888119077905 1.988760 0.000324
4 7 -1.1664484903931194 -1.488206749657385 2.541561 0.000569
4 8 -1.2958537324555803 -1.6441836487217039 4.013050 0.000379
4 9 -1.5390524992853858 -1.9410931026266187 3.339547 0.000512
4 10 -1.6350882824286188 -2.0390535230119999 3.507778 0.002623
4 11 -1.7178025814023172 -2.1277057526213805 2.902747 0.001288
4 12 -1.7467847260750589 -2.1626958673927135 4.162056 0.003476
4 13 -1.7956621451830252 -2.2170907397727282 5.292109 0.002052
4 14 -1.8783572684910022 -2.3119222628089902 5.190715 0.003073
4 15 -1.8833762961909462 -2.3173150480144935 5.695593 0.003348
4 16 -1.9217932871753522 -2.3618595831247253 6.276594 0.003004
4 17 -1.9446975569278089 -2.3889413397871584 7.048031 0.003815
4 18 -1.9577237290976253 -2.4051056724477267 8.843195 0.003488
4 19 -1.967947476262103 -2.417651480116298 8.612421 0.005570
4 20 -1.985800403803303 -2.4400908635988974 9.469403 0.003527
4 21 -1.9935929964704122 -2.4502401499514948 10.229352 0.003313
4 22 -1.9989237677683498 -2.4572737021142403 10.606679 0.006009
4 23 -2.0040461617557108 -2.4642323347903585 11.924893 0.006573
4 24 -2.0148834528310986 -2.479242854226853 12.726957 0.005828
4 25 -2.0190214033964269 -2.4851322298520788 14.357646 0.004534
4 26 -2.0264705488830534 -2.4958028025158363 16.063197 0.005507
4 27 -2.0307351372033109 -2.5020880092926174 17.790204 0.005870
4 28 -2.031559122708682 -2.5033051851132804 18.752440 0.020784
4 29 -2.0345518968363456 -2.5077722381338581 19.881418 0.006580
4 50 -2.0587185573433739 -2.5457813569304601 58.477239 0.047419
4 54 -2.0606794979053351 -2.5490560929102544 76.255686 0.020719
4 65 -2.0638077413936537 -2.554362611109676 102.607953 0.024818
4 40 -2.0519866237205378 -2.5347849990976616 40.273309 0.013768
4 70 -2.0647164270210361 -2.5559237624279927 118.862200 0.027629
