num states cc mbpt cc_times mbpt_times
10 10 0 0 0.165332 0.000120
10 11 -1.2440160060964058 -2.9170092988702399 2.397545 0.001254
10 12 -1.7818085878814198 -4.3114354270407196 3.140278 0.001406
10 13 -3.2405069843301115 -7.8909353417891612 6.876120 0.003353
10 14 -5.9337762540768191 -13.436789402624292 19.706465 0.007152
10 15 -6.2587311312850886 -14.151772000323479 23.085821 0.007153
10 16 -8.0818659947023637 -17.56816492503868 46.057135 0.029757
10 17 -9.2144972737283659 -19.238368612257975 69.985736 0.040730
10 18 -9.8232653967579857 -20.074343880646779 83.673921 0.014548
10 19 -10.385918715383506 -20.860371167957034 107.300028 0.018179
10 20 -11.304035067497944 -21.996932359973595 154.469266 0.025211
10 21 -11.693381599132842 -22.468611140831797 181.906231 0.030915
10 22 -11.979415056975849 -22.794357051345223 211.150201 0.030549
10 23 -12.308996973008938 -23.178168870517247 246.910467 0.034896
10 24 -13.026506296061502 -24.00472410188609 348.929400 0.050138
10 25 -13.322930498387491 -24.346677454081703 459.147758 0.052420
10 26 -13.814274296711019 -24.889126863120289 552.436821 0.072685
10 27 -14.123752354983958 -25.232871906583213 658.824351 0.146963
10 28 -14.181496170215567 -25.295423976219794 689.338975 0.085981
10 29 -14.39122315140218 -25.521584989309389 765.505251 0.113423
10 30 -14.582212017852745 -25.727698276776287 873.177807 0.106487
10 31 -14.759082125597139 -25.918764609514962 984.779180 0.147314
10 32 -14.859229815139738 -26.027359267652436 1055.681827 0.111567
10 33 -14.936273060096706 -26.112647697650551 1124.949728 0.121460
10 34 -15.138277781826504 -26.332215965101003 1321.729955 0.132474
10 35 -15.195384426992129 -26.394879299155743 1334.830091 0.136993
10 50 -16.179653030246818 -27.491103912793477 3970.537912 0.316466
10 60 -16.443717684257372 -27.807439201181193 7001.137680 0.517992
10 65 -16.519772470861056 -27.902689700817263 9057.192838 0.658785
10 40 -15.685659408478521 -26.931606316521318 2398.596749 0.188834
10 70 -16.57450676546166 -27.972875246093807 10746.883774 0.657917
