num states cc mbpt cc_times mbpt_times
13 13 0 0 0.152851 0.000145
13 14 -6.5100796277769266 -8.413167096231172 4.533916 0.006533
13 15 -7.0676959323637476 -9.0856126067992538 5.850546 0.003121
13 16 -11.943286185214927 -15.1199535827317 15.521343 0.019761
13 17 -16.420140981470606 -20.985311763912108 26.233039 0.013918
13 18 -18.240169605049061 -22.998597607616407 34.205027 0.044151
13 19 -20.64541813406094 -26.131908967511052 43.246154 0.020022
13 20 -23.508926476620427 -29.288260236912571 65.968157 0.029740
13 21 -24.632750862414522 -30.504697417132583 81.018131 0.032773
13 22 -25.389182818794787 -31.297741292269343 96.064885 0.035364
13 23 -26.375096631300682 -32.360496695906093 116.862369 0.063575
13 24 -28.262667711948026 -34.335681471934137 179.573209 0.056669
13 25 -28.985112314668491 -35.08396192290823 214.589809 0.127937
13 26 -30.224197330285776 -36.355284944026479 286.569303 0.086765
13 27 -31.002780348042034 -37.153745873690369 316.623995 0.133652
13 28 -31.160902800685584 -37.316169977764766 330.536898 0.100969
13 29 -31.686557208958625 -37.850437150208137 400.275035 0.117643
13 30 -32.167595776768252 -38.339662641555343 459.861650 0.132501
13 31 -32.609953038671819 -38.788793616689951 507.736921 0.160327
13 32 -32.852073041283063 -39.033634738301473 571.223594 0.200631
13 33 -33.027370835120351 -39.210725464987306 626.335453 0.172539
13 34 -33.513843099981408 -39.702113564480833 689.121288 0.186320
13 35 -33.649641471335144 -39.839265291028838 720.191614 0.199547
13 36 -34.14716277972127 -40.341606475451641 866.975762 0.227435
13 37 -34.382878437899763 -40.579839291430275 1010.237545 0.244596
13 38 -34.486853301778247 -40.684715942752398 1008.852493 0.268879
13 50 -36.093564822757827 -42.308107054140848 2360.644614 0.565678
13 63 -36.886224191917393 -43.114198887141264 4476.328210 1.073359
13 65 -36.999056146491526 -43.229591238534226 5114.749788 0.943343
13 40 -34.85651751720809 -41.057851983059884 1192.770286 0.324768
13 70 -37.152619525292359 -43.387015709402036 8194.704932 3.625921
